"TIME","METROREG","UNIT","Value","Flag and Footnotes"
"2017","Coventry","Million euro","36,004.04",""
"2018","Coventry","Million euro","36,964.17",""
"2000","Kingston upon Hull","Million euro","13,405.54",""
"2001","Kingston upon Hull","Million euro","13,800.75",""
"2002","Kingston upon Hull","Million euro","14,704.07",""
"2003","Kingston upon Hull","Million euro","14,320.35",""
"2004","Kingston upon Hull","Million euro","15,323.56",""
"2005","Kingston upon Hull","Million euro","15,665.69",""
"2006","Kingston upon Hull","Million euro","16,927.85",""
"2007","Kingston upon Hull","Million euro","17,249.66",""
"2008","Kingston upon Hull","Million euro","15,535.16",""
"2009","Kingston upon Hull","Million euro","13,711.7",""
"2010","Kingston upon Hull","Million euro","13,802.43",""
"2011","Kingston upon Hull","Million euro","13,630.37",""
"2012","Kingston upon Hull","Million euro","14,917.9",""
"2013","Kingston upon Hull","Million euro","14,472.64",""
"2014","Kingston upon Hull","Million euro","15,696.41",""
"2015","Kingston upon Hull","Million euro","18,246.64",""
"2016","Kingston upon Hull","Million euro","16,351.17",""
"2017","Kingston upon Hull","Million euro","16,086.4",""
"2018","Kingston upon Hull","Million euro","16,554.39",""
"2000","Stoke-on-Trent","Million euro","23,833.9",""
"2001","Stoke-on-Trent","Million euro","24,042.21",""
"2002","Stoke-on-Trent","Million euro","25,163.05",""
"2003","Stoke-on-Trent","Million euro","24,012.8",""
"2004","Stoke-on-Trent","Million euro","26,010.73",""
"2005","Stoke-on-Trent","Million euro","26,826.71",""
"2006","Stoke-on-Trent","Million euro","27,976.46",""
"2007","Stoke-on-Trent","Million euro","28,412.92",""
"2008","Stoke-on-Trent","Million euro","25,378.76",""
"2009","Stoke-on-Trent","Million euro","21,645.05",""
"2010","Stoke-on-Trent","Million euro","23,562.92",""
"2011","Stoke-on-Trent","Million euro","24,360.14",""
"2012","Stoke-on-Trent","Million euro","26,854.98",""
"2013","Stoke-on-Trent","Million euro","26,635.19",""
"2014","Stoke-on-Trent","Million euro","28,909.39",""
"2015","Stoke-on-Trent","Million euro","33,608.73",""
"2016","Stoke-on-Trent","Million euro","30,418.09",""
"2017","Stoke-on-Trent","Million euro","29,173.3",""
"2018","Stoke-on-Trent","Million euro","30,029.27",""
"2000","Nottingham","Million euro","8,446.62",""
"2001","Nottingham","Million euro","8,715.79",""
"2002","Nottingham","Million euro","9,096.37",""
"2003","Nottingham","Million euro","8,865.74",""
"2004","Nottingham","Million euro","9,910.33",""
"2005","Nottingham","Million euro","10,428.64",""
"2006","Nottingham","Million euro","11,087.68",""
"2007","Nottingham","Million euro","11,588.5",""
"2008","Nottingham","Million euro","10,279.49",""
"2009","Nottingham","Million euro","8,981.27",""
"2010","Nottingham","Million euro","9,726.82",""
"2011","Nottingham","Million euro","10,072.72",""
"2012","Nottingham","Million euro","11,346.44",""
"2013","Nottingham","Million euro","11,281.27",""
"2014","Nottingham","Million euro","12,776.12",""
"2015","Nottingham","Million euro","14,467.53",""
"2016","Nottingham","Million euro","13,002.87",""
"2017","Nottingham","Million euro","12,777.24",""
"2018","Nottingham","Million euro","12,843.74",""
"2000","Kirklees","Million euro","12,208.81",""
"2001","Kirklees","Million euro","12,337.68",""
"2002","Kirklees","Million euro","12,523.2",""
"2003","Kirklees","Million euro","12,028.07",""
"2004","Kirklees","Million euro","12,953.74",""
"2005","Kirklees","Million euro","13,686.17",""
"2006","Kirklees","Million euro","14,324.44",""
"2007","Kirklees","Million euro","15,050.44",""
"2008","Kirklees","Million euro","12,715.76",""
"2009","Kirklees","Million euro","11,162.17",""
"2010","Kirklees","Million euro","11,764.63",""
"2011","Kirklees","Million euro","11,965.14",""
"2012","Kirklees","Million euro","13,227.39",""
"2013","Kirklees","Million euro","13,217.99",""
"2014","Kirklees","Million euro","15,028.6",""
"2015","Kirklees","Million euro","17,525.12",""
"2016","Kirklees","Million euro","16,032.08",""
"2017","Kirklees","Million euro","15,406.9",""
"2018","Kirklees","Million euro","15,511.8",""
"2000","Doncaster","Million euro","13,868.49",""
"2001","Doncaster","Million euro","14,230.01",""
"2002","Doncaster","Million euro","14,926.75",""
"2003","Doncaster","Million euro","14,299.48",""
"2004","Doncaster","Million euro","15,382.56",""
"2005","Doncaster","Million euro","15,722.53",""
"2006","Doncaster","Million euro","16,716.19",""
"2007","Doncaster","Million euro","17,812.85",""
"2008","Doncaster","Million euro","15,157.57",""
"2009","Doncaster","Million euro","13,045.96",""
"2010","Doncaster","Million euro","14,167.53",""
"2011","Doncaster","Million euro","14,333.9",""
"2012","Doncaster","Million euro","15,973.61",""
"2013","Doncaster","Million euro","15,729.92",""
"2014","Doncaster","Million euro","17,321.43",""
"2015","Doncaster","Million euro","20,316.96",""
"2016","Doncaster","Million euro","18,554.6",""
"2017","Doncaster","Million euro","18,179.89",""
"2018","Doncaster","Million euro","18,639.56",""
"2000","Sunderland","Million euro","6,360.59",""
"2001","Sunderland","Million euro","6,494.36",""
"2002","Sunderland","Million euro","7,012.71",""
"2003","Sunderland","Million euro","6,693.85",""
"2004","Sunderland","Million euro","7,460.2",""
"2005","Sunderland","Million euro","7,786.57",""
"2006","Sunderland","Million euro","8,205.86",""
"2007","Sunderland","Million euro","8,321.32",""
"2008","Sunderland","Million euro","7,368.47",""
"2009","Sunderland","Million euro","6,651.2",""
"2010","Sunderland","Million euro","6,869.5",""
"2011","Sunderland","Million euro","6,943.63",""
"2012","Sunderland","Million euro","7,554.17",""
"2013","Sunderland","Million euro","8,180.93",""
"2014","Sunderland","Million euro","9,096.18",""
"2015","Sunderland","Million euro","10,345.43",""
"2016","Sunderland","Million euro","9,299.9",""
"2017","Sunderland","Million euro","8,912.71",""
"2018","Sunderland","Million euro","9,503.91",""
"2000","Medway","Million euro","4,792.4",""
"2001","Medway","Million euro","4,861.38",""
"2002","Medway","Million euro","5,132.29",""
"2003","Medway","Million euro","4,968.22",""
"2004","Medway","Million euro","5,332.93",""
"2005","Medway","Million euro","5,634.91",""
"2006","Medway","Million euro","5,949.25",""
"2007","Medway","Million euro","6,211.37",""
"2008","Medway","Million euro","5,634.63",""
"2009","Medway","Million euro","4,874.67",""
"2010","Medway","Million euro","5,293.89",""
"2011","Medway","Million euro","5,345.52",""
"2012","Medway","Million euro","6,175.54",""
"2013","Medway","Million euro","6,005.42",""
"2014","Medway","Million euro","6,582.14",""
"2015","Medway","Million euro","7,541.22",""
"2016","Medway","Million euro","6,877.35",""
"2017","Medway","Million euro","6,654.14",""
"2018","Medway","Million euro","7,080.95",""
"2000","Brighton and Hove","Million euro","6,737.54",""
"2001","Brighton and Hove","Million euro","7,009.48",""
"2002","Brighton and Hove","Million euro","7,314.92",""
"2003","Brighton and Hove","Million euro","6,950.69",""
"2004","Brighton and Hove","Million euro","7,338.92",""
"2005","Brighton and Hove","Million euro","7,828.79",""
"2006","Brighton and Hove","Million euro","8,272.62",""
"2007","Brighton and Hove","Million euro","8,681.64",""
"2008","Brighton and Hove","Million euro","7,797.42",""
"2009","Brighton and Hove","Million euro","6,874.34",""
"2010","Brighton and Hove","Million euro","7,250.13",""
"2011","Brighton and Hove","Million euro","7,452.23",""
"2012","Brighton and Hove","Million euro","8,694.06",""
"2013","Brighton and Hove","Million euro","8,961.95",""
"2014","Brighton and Hove","Million euro","9,921.21",""
"2015","Brighton and Hove","Million euro","11,323.42",""
"2016","Brighton and Hove","Million euro","10,413.25",""
"2017","Brighton and Hove","Million euro","10,413.74",""
"2018","Brighton and Hove","Million euro","10,679.84",""
"2000","Plymouth","Million euro","5,108.96",""
"2001","Plymouth","Million euro","5,215.52",""
"2002","Plymouth","Million euro","5,404.45",""
"2003","Plymouth","Million euro","5,175.3",""
"2004","Plymouth","Million euro","5,773.79",""
"2005","Plymouth","Million euro","5,912.59",""
"2006","Plymouth","Million euro","6,326.98",""
"2007","Plymouth","Million euro","6,385.04",""
"2008","Plymouth","Million euro","5,722.09",""
"2009","Plymouth","Million euro","5,046.03",""
"2010","Plymouth","Million euro","5,507.51",""
"2011","Plymouth","Million euro","5,654.04",""
"2012","Plymouth","Million euro","6,330.1",""
"2013","Plymouth","Million euro","6,245.53",""
"2014","Plymouth","Million euro","6,827.01",""
"2015","Plymouth","Million euro","7,666.37",""
"2016","Plymouth","Million euro","7,173.15",""
"2017","Plymouth","Million euro","6,753.96",""
"2018","Plymouth","Million euro","6,913.32",""
"2000","Swansea","Million euro","10,970",""
"2001","Swansea","Million euro","10,840.64",""
"2002","Swansea","Million euro","11,188.87",""
"2003","Swansea","Million euro","10,703.75",""
"2004","Swansea","Million euro","11,488.57",""
"2005","Swansea","Million euro","12,034.67",""
"2006","Swansea","Million euro","12,875.39",""
"2007","Swansea","Million euro","13,162.85",""
"2008","Swansea","Million euro","11,520.53",""
"2009","Swansea","Million euro","10,060.01",""
"2010","Swansea","Million euro","10,999.48",""
"2011","Swansea","Million euro","11,284.85",""
"2012","Swansea","Million euro","12,364.88",""
"2013","Swansea","Million euro","12,497.65",""
"2014","Swansea","Million euro","13,960.09",""
"2015","Swansea","Million euro","15,303.38",""
"2016","Swansea","Million euro","14,171.01",""
"2017","Swansea","Million euro","13,866.21",""
"2018","Swansea","Million euro","14,401.91",""
"2000","Derby","Million euro","7,824.47",""
"2001","Derby","Million euro","8,037.92",""
"2002","Derby","Million euro","8,407.12",""
"2003","Derby","Million euro","7,915.44",""
"2004","Derby","Million euro","8,697.56",""
"2005","Derby","Million euro","9,407.21",""
"2006","Derby","Million euro","9,778.65",""
"2007","Derby","Million euro","10,046.61",""
"2008","Derby","Million euro","8,401.28",""
"2009","Derby","Million euro","7,532.68",""
"2010","Derby","Million euro","7,919.47",""
"2011","Derby","Million euro","8,322.29",""
"2012","Derby","Million euro","8,764.44",""
"2013","Derby","Million euro","8,583.32",""
"2014","Derby","Million euro","9,051.66",""
"2015","Derby","Million euro","10,404.14",""
"2016","Derby","Million euro","9,232.79",""
"2017","Derby","Million euro","8,382.94",""
"2018","Derby","Million euro","9,063.26",""
"2000","Southampton","Million euro","22,177.87",""
"2001","Southampton","Million euro","22,622.07",""
"2002","Southampton","Million euro","23,482.32",""
"2003","Southampton","Million euro","22,405.95",""
"2004","Southampton","Million euro","24,347.26",""
"2005","Southampton","Million euro","25,374.95",""
"2006","Southampton","Million euro","26,240.85",""
"2007","Southampton","Million euro","27,971.46",""
"2008","Southampton","Million euro","24,480.61",""
"2009","Southampton","Million euro","21,816.42",""
"2010","Southampton","Million euro","23,820.55",""
"2011","Southampton","Million euro","24,765.48",""
"2012","Southampton","Million euro","26,668.68",""
"2013","Southampton","Million euro","25,897.71",""
"2014","Southampton","Million euro","28,256.88",""
"2015","Southampton","Million euro","33,000",""
"2016","Southampton","Million euro","30,185.29",""
"2017","Southampton","Million euro","29,146.43",""
"2018","Southampton","Million euro","29,473.05",""
"2000","Northampton","Million euro","10,539.98",""
"2001","Northampton","Million euro","10,704.7",""
"2002","Northampton","Million euro","10,877.83",""
"2003","Northampton","Million euro","10,523.96",""
"2004","Northampton","Million euro","11,249.3",""
"2005","Northampton","Million euro","11,760.23",""
"2006","Northampton","Million euro","12,968.19",""
"2007","Northampton","Million euro","13,695.2",""
"2008","Northampton","Million euro","11,946.7",""
"2009","Northampton","Million euro","10,442.19",""
"2010","Northampton","Million euro","11,286.9",""
"2011","Northampton","Million euro","11,523.66",""
"2012","Northampton","Million euro","12,467.01",""
"2013","Northampton","Million euro","12,834.08",""
"2014","Northampton","Million euro","14,097.83",""
"2015","Northampton","Million euro","16,242.75",""
"2016","Northampton","Million euro","14,973.5",""
"2017","Northampton","Million euro","14,718.46",""
"2018","Northampton","Million euro","15,124.48",""
"2000","Bournemouth","Million euro","8,876.64",""
"2001","Bournemouth","Million euro","8,982.29",""
"2002","Bournemouth","Million euro","9,255.43",""
"2003","Bournemouth","Million euro","8,990.95",""
"2004","Bournemouth","Million euro","9,666.14",""
"2005","Bournemouth","Million euro","10,263",""
"2006","Bournemouth","Million euro","10,846.72",""
"2007","Bournemouth","Million euro","11,275.25",""
"2008","Bournemouth","Million euro","10,003.25",""
"2009","Bournemouth","Million euro","9,063.87",""
"2010","Bournemouth","Million euro","9,322.89",""
"2011","Bournemouth","Million euro","9,387.26",""
"2012","Bournemouth","Million euro","10,224.49",""
"2013","Bournemouth","Million euro","10,405.26",""
"2014","Bournemouth","Million euro","11,021.71",""
"2015","Bournemouth","Million euro","12,601.15",""
"2016","Bournemouth","Million euro","11,767.63",""
"2017","Bournemouth","Million euro","11,525.75",""
"2018","Bournemouth","Million euro","11,558.61",""
"2000","Colchester","Million euro","8,821.74",""
"2001","Colchester","Million euro","9,223.75",""
"2002","Colchester","Million euro","9,398.59",""
"2003","Colchester","Million euro","9,427.58",""
"2004","Colchester","Million euro","9,812",""
"2005","Colchester","Million euro","10,066.51",""
"2006","Colchester","Million euro","10,563.42",""
"2007","Colchester","Million euro","10,963.63",""
"2008","Colchester","Million euro","9,592.34",""
"2009","Colchester","Million euro","8,326.63",""
"2010","Colchester","Million euro","9,057.48",""
"2011","Colchester","Million euro","9,183.3",""
"2012","Colchester","Million euro","10,040.95",""
"2013","Colchester","Million euro","9,749.57",""
"2014","Colchester","Million euro","10,881.2",""
"2015","Colchester","Million euro","12,809.73",""
"2016","Colchester","Million euro","12,186.68",""
"2017","Colchester","Million euro","12,452.21",""
"2018","Colchester","Million euro","12,246.89",""
"2000","Blackburn - Blackpool - Preston","Million euro","17,121.98",""
"2001","Blackburn - Blackpool - Preston","Million euro","17,320.7",""
"2002","Blackburn - Blackpool - Preston","Million euro","18,221.03",""
"2003","Blackburn - Blackpool - Preston","Million euro","17,892",""
"2004","Blackburn - Blackpool - Preston","Million euro","19,337.2",""
"2005","Blackburn - Blackpool - Preston","Million euro","19,679.96",""
"2006","Blackburn - Blackpool - Preston","Million euro","20,291.6",""
"2007","Blackburn - Blackpool - Preston","Million euro","21,351.08",""
"2008","Blackburn - Blackpool - Preston","Million euro","18,455.89",""
