"TIME","METROREG","AGE","SEX","Value","Flag and Footnotes"
"2004","Luxembourg","Total","Total","454,960",""
"2005","Luxembourg","Total","Total","461,230",""
"2006","Luxembourg","Total","Total","469,086",""
"2007","Luxembourg","Total","Total","476,187",""
"2008","Luxembourg","Total","Total","483,799",""
"2009","Luxembourg","Total","Total","493,500",""
"2010","Luxembourg","Total","Total","502,066",""
"2011","Luxembourg","Total","Total","511,840",""
"2012","Luxembourg","Total","Total","524,853",""
"2013","Luxembourg","Total","Total","537,039",""
"2014","Luxembourg","Total","Total","549,680",""
"2015","Luxembourg","Total","Total","562,958",""
"2016","Luxembourg","Total","Total","576,249",""
"2017","Luxembourg","Total","Total","590,667","b"
"2018","Luxembourg","Total","Total","602,005",""
"2019","Luxembourg","Total","Total","613,894",""
"1999","Luxembourg","Total","Total","427,350",""
"2000","Luxembourg","Total","Total","433,600",""
"2001","Luxembourg","Total","Total","439,000",""
"2002","Luxembourg","Total","Total","444,050",""
"2003","Luxembourg","Total","Total","448,300",""
"2004","Luxembourg","Total","Total","454,960",""
"2005","Luxembourg","Total","Total","461,230",""
"2006","Luxembourg","Total","Total","469,086",""
"2007","Luxembourg","Total","Total","476,187",""
"2008","Luxembourg","Total","Total","483,799",""
"2009","Luxembourg","Total","Total","493,500",""
"2010","Luxembourg","Total","Total","502,066",""
"2011","Luxembourg","Total","Total","511,840",""
"2012","Luxembourg","Total","Total","524,853",""
"2013","Luxembourg","Total","Total","537,039",""
"2014","Luxembourg","Total","Total","549,680",""
"2015","Luxembourg","Total","Total","562,958",""
"2016","Luxembourg","Total","Total","576,249",""
"2017","Luxembourg","Total","Total","590,667","b"
"2018","Luxembourg","Total","Total","602,005",""
"2019","Luxembourg","Total","Total","613,894",""
"1999","Hungary","Total","Total","10,253,416",""
"2000","Hungary","Total","Total","10,221,644",""
"2001","Hungary","Total","Total","10,200,298",""
"2002","Hungary","Total","Total","10,174,853",""
"2003","Hungary","Total","Total","10,142,362",""
"2004","Hungary","Total","Total","10,116,742",""
"2005","Hungary","Total","Total","10,097,549",""
"2006","Hungary","Total","Total","10,076,581",""
"2007","Hungary","Total","Total","10,066,158",""
"2008","Hungary","Total","Total","10,045,401",""
"2009","Hungary","Total","Total","10,030,975",""
"2010","Hungary","Total","Total","10,014,324",""
"2011","Hungary","Total","Total","9,985,722",""
"2012","Hungary","Total","Total","9,931,925","b"
"2013","Hungary","Total","Total","9,908,798",""
"2014","Hungary","Total","Total","9,877,365",""
"2015","Hungary","Total","Total","9,855,571",""
"2016","Hungary","Total","Total","9,830,485",""
"2017","Hungary","Total","Total","9,797,561",""
"2018","Hungary","Total","Total","9,778,371",""
"2019","Hungary","Total","Total","9,772,756",""
"1999","Budapest","Total","Total",":",""
"2000","Budapest","Total","Total",":",""
"2001","Budapest","Total","Total","2,831,107",""
"2002","Budapest","Total","Total","2,829,047",""
"2003","Budapest","Total","Total","2,824,754",""
"2004","Budapest","Total","Total","2,829,704",""
"2005","Budapest","Total","Total","2,840,972",""
"2006","Budapest","Total","Total","2,855,670",""
"2007","Budapest","Total","Total","2,872,678",""
"2008","Budapest","Total","Total","2,897,317",""
"2009","Budapest","Total","Total","2,925,500",""
"2010","Budapest","Total","Total","2,951,436",""
"2011","Budapest","Total","Total","2,971,246",""
"2012","Budapest","Total","Total","2,940,818","b"
"2013","Budapest","Total","Total","2,953,883",""
"2014","Budapest","Total","Total","2,965,413",""
"2015","Budapest","Total","Total","2,983,733",""
"2016","Budapest","Total","Total","2,993,948",""
"2017","Budapest","Total","Total","3,000,076",""
"2018","Budapest","Total","Total","3,011,598",""
"2019","Budapest","Total","Total","3,031,160",""
"1999","Miskolc","Total","Total",":",""
"2000","Miskolc","Total","Total",":",""
"2001","Miskolc","Total","Total","753,497",""
"2002","Miskolc","Total","Total","749,104",""
"2003","Miskolc","Total","Total","744,484",""
"2004","Miskolc","Total","Total","738,143",""
"2005","Miskolc","Total","Total","731,854",""
"2006","Miskolc","Total","Total","725,779",""
"2007","Miskolc","Total","Total","718,951",""
"2008","Miskolc","Total","Total","709,634",""
"2009","Miskolc","Total","Total","701,160",""
"2010","Miskolc","Total","Total","692,771",""
"2011","Miskolc","Total","Total","684,793",""
"2012","Miskolc","Total","Total","688,922","b"
"2013","Miskolc","Total","Total","682,350",""
"2014","Miskolc","Total","Total","674,999",""
"2015","Miskolc","Total","Total","667,594",""
"2016","Miskolc","Total","Total","660,549",""
"2017","Miskolc","Total","Total","654,402",""
"2018","Miskolc","Total","Total","648,216",""
"2019","Miskolc","Total","Total","642,447",""
"1999","Pécs","Total","Total",":",""
"2000","Pécs","Total","Total",":",""
"2001","Pécs","Total","Total","408,147",""
"2002","Pécs","Total","Total","406,330",""
"2003","Pécs","Total","Total","404,709",""
"2004","Pécs","Total","Total","402,260",""
"2005","Pécs","Total","Total","400,313",""
"2006","Pécs","Total","Total","398,355",""
"2007","Pécs","Total","Total","398,215",""
"2008","Pécs","Total","Total","396,633",""
"2009","Pécs","Total","Total","394,911",""
"2010","Pécs","Total","Total","393,758",""
"2011","Pécs","Total","Total","391,455",""
"2012","Pécs","Total","Total","380,904","b"
"2013","Pécs","Total","Total","377,142",""
"2014","Pécs","Total","Total","373,984",""
"2015","Pécs","Total","Total","371,110",""
"2016","Pécs","Total","Total","368,135",""
"2017","Pécs","Total","Total","365,726",""
"2018","Pécs","Total","Total","363,721",""
"2019","Pécs","Total","Total","360,704",""
"1999","Debrecen","Total","Total",":",""
"2000","Debrecen","Total","Total",":",""
"2001","Debrecen","Total","Total","553,264",""
"2002","Debrecen","Total","Total","552,478",""
"2003","Debrecen","Total","Total","551,837",""
"2004","Debrecen","Total","Total","550,265",""
"2005","Debrecen","Total","Total","549,372",""
"2006","Debrecen","Total","Total","547,357",""
"2007","Debrecen","Total","Total","545,641",""
"2008","Debrecen","Total","Total","543,802",""
"2009","Debrecen","Total","Total","542,192",""
"2010","Debrecen","Total","Total","541,298",""
"2011","Debrecen","Total","Total","539,674",""
"2012","Debrecen","Total","Total","543,452","b"
"2013","Debrecen","Total","Total","541,352",""
"2014","Debrecen","Total","Total","539,507",""
"2015","Debrecen","Total","Total","537,268",""
"2016","Debrecen","Total","Total","534,974",""
"2017","Debrecen","Total","Total","532,399",""
"2018","Debrecen","Total","Total","530,464",""
"2019","Debrecen","Total","Total","527,989",""
"1999","Székesfehérvár","Total","Total",":",""
"2000","Székesfehérvár","Total","Total",":",""
"2001","Székesfehérvár","Total","Total","428,115",""
"2002","Székesfehérvár","Total","Total","428,922",""
"2003","Székesfehérvár","Total","Total","428,409",""
"2004","Székesfehérvár","Total","Total","428,579",""
"2005","Székesfehérvár","Total","Total","428,798",""
"2006","Székesfehérvár","Total","Total","428,332",""
"2007","Székesfehérvár","Total","Total","428,711",""
"2008","Székesfehérvár","Total","Total","428,572",""
"2009","Székesfehérvár","Total","Total","428,295",""
"2010","Székesfehérvár","Total","Total","427,416",""
