"TIME","METROREG","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2000","Exeter","Thousand persons","Employed persons","Total - all NACE activities","284",""
"2001","Exeter","Thousand persons","Employed persons","Total - all NACE activities","301",""
"2002","Exeter","Thousand persons","Employed persons","Total - all NACE activities","315",""
"2003","Exeter","Thousand persons","Employed persons","Total - all NACE activities","313",""
"2004","Exeter","Thousand persons","Employed persons","Total - all NACE activities","333",""
"2005","Exeter","Thousand persons","Employed persons","Total - all NACE activities","333",""
"2006","Exeter","Thousand persons","Employed persons","Total - all NACE activities","340",""
"2007","Exeter","Thousand persons","Employed persons","Total - all NACE activities","340",""
"2008","Exeter","Thousand persons","Employed persons","Total - all NACE activities","341",""
"2009","Exeter","Thousand persons","Employed persons","Total - all NACE activities","354",""
"2010","Exeter","Thousand persons","Employed persons","Total - all NACE activities","361",""
"2011","Exeter","Thousand persons","Employed persons","Total - all NACE activities","353",""
"2012","Exeter","Thousand persons","Employed persons","Total - all NACE activities","350",""
"2013","Exeter","Thousand persons","Employed persons","Total - all NACE activities","355",""
"2014","Exeter","Thousand persons","Employed persons","Total - all NACE activities","366",""
"2015","Exeter","Thousand persons","Employed persons","Total - all NACE activities","367",""
"2016","Exeter","Thousand persons","Employed persons","Total - all NACE activities","370",""
"2017","Exeter","Thousand persons","Employed persons","Total - all NACE activities","369",""
"2018","Exeter","Thousand persons","Employed persons","Total - all NACE activities","376",""
"1999","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","304",""
"2001","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","289",""
"2002","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","292",""
"2003","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","279",""
"2004","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","287",""
"2005","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","289",""
"2006","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","286",""
"2007","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","293",""
"2008","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","297",""
"2009","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","289",""
"2010","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","290",""
"2011","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","292",""
"2012","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","301",""
"2013","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","297",""
"2014","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","296",""
"2015","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","300",""
"2016","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","307",""
"2017","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","307",""
"2018","Portsmouth","Thousand persons","Employed persons","Total - all NACE activities","302",""
"1999","Coventry","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Coventry","Thousand persons","Employed persons","Total - all NACE activities","371",""
"2001","Coventry","Thousand persons","Employed persons","Total - all NACE activities","375",""
"2002","Coventry","Thousand persons","Employed persons","Total - all NACE activities","382",""
"2003","Coventry","Thousand persons","Employed persons","Total - all NACE activities","383",""
"2004","Coventry","Thousand persons","Employed persons","Total - all NACE activities","390",""
"2005","Coventry","Thousand persons","Employed persons","Total - all NACE activities","402",""
"2006","Coventry","Thousand persons","Employed persons","Total - all NACE activities","410",""
"2007","Coventry","Thousand persons","Employed persons","Total - all NACE activities","411",""
"2008","Coventry","Thousand persons","Employed persons","Total - all NACE activities","422",""
"2009","Coventry","Thousand persons","Employed persons","Total - all NACE activities","417",""
"2010","Coventry","Thousand persons","Employed persons","Total - all NACE activities","415",""
"2011","Coventry","Thousand persons","Employed persons","Total - all NACE activities","424",""
"2012","Coventry","Thousand persons","Employed persons","Total - all NACE activities","427",""
"2013","Coventry","Thousand persons","Employed persons","Total - all NACE activities","434",""
"2014","Coventry","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2015","Coventry","Thousand persons","Employed persons","Total - all NACE activities","457",""
"2016","Coventry","Thousand persons","Employed persons","Total - all NACE activities","465",""
"2017","Coventry","Thousand persons","Employed persons","Total - all NACE activities","473",""
"2018","Coventry","Thousand persons","Employed persons","Total - all NACE activities","488",""
"1999","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","217",""
"2001","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","232",""
"2002","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","235",""
"2003","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","244",""
"2004","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","251",""
"2005","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","244",""
"2006","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","241",""
"2007","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","239",""
"2008","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","241",""
"2009","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","248",""
"2010","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","250",""
"2011","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","244",""
"2012","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","244",""
"2013","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","245",""
"2014","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","248",""
"2015","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","257",""
"2016","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","263",""
"2017","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","267",""
"2018","Kingston upon Hull","Thousand persons","Employed persons","Total - all NACE activities","269",""
"1999","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2001","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","435",""
"2002","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","448",""
"2003","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2004","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","450",""
"2005","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","444",""
"2006","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","456",""
"2007","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","453",""
"2008","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","455",""
"2009","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","450",""
"2010","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2011","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","447",""
"2012","Stoke-on-Trent","Thousand persons","Employed persons","Total - all NACE activities","457",""
